0,0
0.01,0
0.02,0
0.031,1.889e-4
0.041,0.001
0.051,0.004
0.061,0.01
0.071,0.019
0.081,0.034
0.092,0.058
0.102,0.087
0.112,0.126
0.122,0.176
0.132,0.24
0.139,0.293
0.149,0.384
0.159,0.493
0.167,0.6
0.175,0.705
0.182,0.81
0.188,0.914
0.192,0.997
0.197,1.1
0.204,1.232
0.209,1.353
0.215,1.484
0.22,1.615
0.225,1.749
0.231,1.895
0.236,2.035
0.242,2.18
0.248,2.357
0.254,2.519
0.26,2.696
0.267,2.896
0.274,3.131
0.284,3.436
0.292,3.687
0.304,4.073
0.321,4.675
0.332,5.038
0.339,5.299
0.345,5.521
0.351,5.721
0.356,5.906
0.36,6.081
0.365,6.248
0.37,6.456
0.374,6.613
0.378,6.769
0.382,6.923
0.386,7.077
0.39,7.231
0.394,7.387
0.397,7.545
0.401,7.707
0.406,7.874
0.41,8.047
0.414,8.228
0.419,8.419
0.423,8.626
0.429,8.854
0.435,9.116
0.442,9.437
0.453,9.893
0.468,10.59
0.475,10.909
0.483,11.293
0.489,11.566
0.494,11.798
0.498,12.007
0.503,12.201
0.506,12.386
0.51,12.564
0.514,12.737
0.517,12.907
0.521,13.076
0.524,13.245
0.527,13.414
0.531,13.586
0.534,13.762
0.538,13.944
0.542,14.134
0.546,14.335
0.55,14.551
0.555,14.79
0.56,15.069
0.567,15.42
0.577,15.952
0.592,16.763
0.601,17.242
0.607,17.551
0.612,17.814
0.616,18.051
0.62,18.274
0.624,18.487
0.627,18.694
0.631,18.898
0.635,19.102
0.638,19.308
0.642,19.517
0.646,19.734
0.65,19.962
0.654,20.206
0.659,20.473
0.664,20.778
0.671,21.185
0.681,21.744
0.695,22.594
0.702,23.03
0.709,23.457
0.714,23.789
0.719,24.082
0.723,24.315
0.727,24.576
0.731,24.832
0.735,25.087
0.74,25.346
0.744,25.615
0.748,25.9
0.753,26.212
0.759,26.564
0.765,26.987
0.774,27.575
0.788,28.467
0.804,29.541
0.81,29.944
0.816,30.29
0.82,30.609
0.825,30.916
0.829,31.221
0.834,31.532
0.839,31.859
0.844,32.216
0.85,32.644
0.858,33.177
0.869,33.985
0.886,35.211
0.894,35.784
0.901,36.228
0.906,36.629
0.911,37.007
0.916,37.38
0.922,37.764
0.927,38.179
0.934,38.66
0.942,39.294
0.955,40.253
0.974,41.709
0.981,42.223
0.987,42.683
0.992,43.134
0.998,43.604
1.005,44.132
1.014,44.804
1.026,45.819
1.046,47.36
1.053,47.971
1.06,48.517
1.063,48.77
1.068,49.151
1.075,49.724
1.085,50.561
1.1,51.827
1.117,53.284
1.126,54.024
1.135,54.763
1.145,55.652
1.16,56.997
1.184,59.038
1.195,60.057
1.208,61.166
1.211,61.468
1.216,61.921
1.224,62.604
1.235,63.633
1.242,64.272
1.253,65.234
1.266,66.473
1.285,68.193
1.303,69.92
1.321,71.657
1.349,74.292
1.378,77.144
1.423,81.498
1.468,86.073
1.513,90.709
1.563,95.952
1.587,98.478
1.622,102.313
1.656,105.981
1.706,111.533
1.756,117.188
1.767,118.441
1.783,120.33
1.794,121.519
1.803,122.644
1.818,124.34
1.821,124.688
1.825,125.211
1.834,126.206
1.847,127.726
1.86,129.241
1.88,131.496
1.891,132.826
1.908,134.806
1.926,136.776
1.938,138.142
1.956,140.178
1.976,142.339
1.994,144.339
2.022,147.306
2.063,151.687
2.091,154.662
2.134,159.054
2.184,164.108
2.234,169.051
2.266,172.188
2.314,176.812
2.354,180.567
2.404,185.159
2.431,187.551
2.471,191.088
2.521,195.464
2.565,199.276
2.615,203.486
2.665,207.613
2.715,211.658
2.765,215.624
2.815,219.513
2.865,223.327
2.915,227.068
2.965,230.739
3.015,234.34
3.064,237.802
3.114,241.271
3.164,244.675
3.214,248.016
3.264,251.296
3.314,254.516
3.364,257.677
3.414,260.78
3.464,263.827
3.514,266.819
3.564,269.757
3.604,272.048
3.654,274.892
3.704,277.684
3.754,280.426
3.78,281.839
3.819,283.934
3.848,285.491
3.893,287.794
3.942,290.328
3.992,292.843
4.042,295.312
4.073,296.802
4.119,299.006
4.155,300.729
4.205,303.055
4.255,305.34
4.305,307.582
4.335,308.922
4.381,310.904
4.425,312.811
4.475,314.916
4.525,316.983
4.558,318.323
4.582,319.27
4.617,320.675
4.665,322.563
4.696,323.753
4.743,325.513
4.778,326.852
4.828,328.693
4.878,330.497
4.928,332.267
4.978,334.002
5.028,335.703
5.078,337.37
5.128,339.003
5.178,340.603
5.205,341.429
5.223,341.994
5.244,342.646
5.275,343.595
5.321,344.996
5.371,346.47
5.421,347.913
5.448,348.686
5.472,349.334
5.506,350.294
5.556,351.653
5.598,352.778
5.633,353.683
5.683,354.965
5.733,356.217
5.768,357.082
5.808,358.038
5.858,359.216
5.908,360.366
5.958,361.487
6.008,362.579
6.058,363.642
6.108,364.678
6.158,365.685
6.208,366.665
6.258,367.616
6.308,368.541
6.358,369.438
6.408,370.308
6.458,371.151
6.508,371.967
6.558,372.756
6.608,373.518
6.658,374.255
6.708,374.965
6.758,375.649
6.808,376.307
6.86,376.964
6.863,376.995
6.87,377.084
6.879,377.178
6.889,377.279
6.901,377.387
6.915,377.503
6.933,377.627
6.954,377.76
6.981,377.901
7.016,378.05
7.062,378.2
7.122,378.34
7.2,378.443
7.279,378.476
7.38,378.425
7.492,378.257
7.639,377.893
7.872,377.114
8.058,376.425
8.246,375.733
8.434,375.04
8.622,374.348
8.81,373.656
9.31,371.814
9.497,371.122
9.685,370.43
9.873,369.738
10.061,369.046
10.249,368.354
10.437,367.662
10.625,366.97
10.813,366.278
11,365.587
11.188,364.895
11.376,364.204
11.564,363.512
11.752,362.821
11.94,362.129
12.127,361.438
12.315,360.747
12.503,360.055
12.691,359.364
12.879,358.672
13.066,357.981
13.254,357.29
13.442,356.599
13.63,355.908
13.818,355.217
14.005,354.527
14.193,353.836
14.381,353.145
14.57,352.454
14.757,351.763
14.945,351.072
15.133,350.382
15.32,349.691
15.508,349
16.008,347.161
16.196,346.471
16.384,345.78
16.571,345.09
16.759,344.399
16.947,343.709
17.134,343.019
17.322,342.329
17.509,341.639
17.697,340.949
17.885,340.259
18.072,339.569
18.26,338.879
18.448,338.189
18.635,337.499
18.823,336.81
19.01,336.12
19.198,335.43
19.385,334.741
19.573,334.051
19.761,333.362
19.948,332.672
20.136,331.983
20.323,331.293
20.511,330.605
20.699,329.915
20.886,329.226
21.074,328.537
21.261,327.847
21.449,327.158
21.636,326.469
21.824,325.78
22.011,325.091
22.199,324.402
22.386,323.714
22.574,323.025
22.762,322.336
22.949,321.647
23.137,320.959
23.324,320.27
23.511,319.581
23.699,318.893
23.886,318.204
24.074,317.516
24.261,316.828
24.449,316.139
24.636,315.451
24.824,314.763
25.011,314.075
25.199,313.386
25.386,312.698
25.574,312.01
25.761,311.322
25.948,310.634
26.136,309.946
26.323,309.258
26.51,308.571
26.698,307.883
26.885,307.195
27.072,306.507
27.26,305.82
27.447,305.132
27.635,304.444
27.822,303.757
28.009,303.069
28.197,302.382
28.384,301.694
28.571,301.007
28.758,300.32
28.946,299.633
29.133,298.945
29.32,298.258
29.507,297.571
29.695,296.884
29.882,296.197
30.069,295.51
30.256,294.823
30.443,294.137
30.631,293.449
30.818,292.763
31.005,292.076
31.192,291.389
31.38,290.703
31.567,290.016
31.754,289.33
31.941,288.643
32.128,287.956
32.315,287.27
32.502,286.584
32.69,285.898
32.877,285.211
33.064,284.525
