nohup: 忽略输入
battery shared data already exists: /home/kkkk24/桌面/attention-GP/py project/battery/generated_data/shared_data.xlsx
battery: run 240 pending tasks with 4 workers
R callback write-console: 此外:   
R callback write-console: 警告信息:
  
R callback write-console: 程序包‘tgp’是用R版本4.4.3 来建造的 
  
R callback write-console: 此外:   
R callback write-console: 警告信息:
  
R callback write-console: 程序包‘tgp’是用R版本4.4.3 来建造的 
  
R callback write-console: 此外:   
R callback write-console: 警告信息:
  
R callback write-console: 程序包‘tgp’是用R版本4.4.3 来建造的 
  
R callback write-console: 此外:   
R callback write-console: 警告信息:
  
R callback write-console: 程序包‘tgp’是用R版本4.4.3 来建造的 
  
Saved battery: method=D_opt, n_initial=180, repeat=25/30, RMSE_all=15.9349, RMSE_target=7.0363, MAE_all=10.6457
Saved battery: method=K_means, n_initial=180, repeat=25/30, RMSE_all=16.6600, RMSE_target=7.4179, MAE_all=10.2727
Saved battery: method=IMSE, n_initial=180, repeat=24/30, RMSE_all=13.2243, RMSE_target=5.3963, MAE_all=9.6257
Saved battery: method=PM, n_initial=180, repeat=25/30, RMSE_all=16.2258, RMSE_target=7.8384, MAE_all=10.8303
Saved battery: method=G_opt, n_initial=180, repeat=25/30, RMSE_all=13.9173, RMSE_target=6.1956, MAE_all=10.1083
Saved battery: method=EI, n_initial=180, repeat=25/30, RMSE_all=13.6947, RMSE_target=5.9650, MAE_all=10.0304
Saved battery: method=LHS, n_initial=180, repeat=26/30, RMSE_all=40.4736, RMSE_target=8.3360, MAE_all=13.2753
Saved battery: method=UCB, n_initial=180, repeat=25/30, RMSE_all=13.0160, RMSE_target=4.7248, MAE_all=9.0745
Saved battery: method=D_opt, n_initial=180, repeat=26/30, RMSE_all=43.2321, RMSE_target=7.0272, MAE_all=13.8905
Saved battery: method=K_means, n_initial=180, repeat=26/30, RMSE_all=16.1659, RMSE_target=5.8590, MAE_all=9.9059
Saved battery: method=IMSE, n_initial=180, repeat=25/30, RMSE_all=13.7826, RMSE_target=5.4969, MAE_all=10.3722
Saved battery: method=PM, n_initial=180, repeat=26/30, RMSE_all=16.5849, RMSE_target=8.3759, MAE_all=10.8257
Saved battery: method=EI, n_initial=180, repeat=26/30, RMSE_all=13.8542, RMSE_target=4.9555, MAE_all=9.4730
Saved battery: method=G_opt, n_initial=180, repeat=26/30, RMSE_all=13.0843, RMSE_target=6.1122, MAE_all=9.5687
Saved battery: method=LHS, n_initial=180, repeat=27/30, RMSE_all=14.6624, RMSE_target=17.4576, MAE_all=10.2575
Saved battery: method=UCB, n_initial=180, repeat=26/30, RMSE_all=13.5926, RMSE_target=7.4603, MAE_all=10.1780
Saved battery: method=IMSE, n_initial=180, repeat=26/30, RMSE_all=23.7328, RMSE_target=26.0442, MAE_all=10.8367
Saved battery: method=K_means, n_initial=180, repeat=27/30, RMSE_all=16.3443, RMSE_target=7.6669, MAE_all=10.1590
Saved battery: method=D_opt, n_initial=180, repeat=27/30, RMSE_all=13.5329, RMSE_target=8.3631, MAE_all=10.1396
Saved battery: method=PM, n_initial=180, repeat=27/30, RMSE_all=26.6784, RMSE_target=5.4094, MAE_all=12.1888
Saved battery: method=G_opt, n_initial=180, repeat=27/30, RMSE_all=13.5131, RMSE_target=5.7493, MAE_all=9.9958
Saved battery: method=UCB, n_initial=180, repeat=27/30, RMSE_all=13.2206, RMSE_target=5.1406, MAE_all=9.0622
Saved battery: method=EI, n_initial=180, repeat=27/30, RMSE_all=13.4294, RMSE_target=7.8358, MAE_all=10.0195
Saved battery: method=LHS, n_initial=180, repeat=28/30, RMSE_all=14.6502, RMSE_target=20.5637, MAE_all=10.2131
Saved battery: method=D_opt, n_initial=180, repeat=28/30, RMSE_all=14.5285, RMSE_target=20.8008, MAE_all=10.3910
Saved battery: method=K_means, n_initial=180, repeat=28/30, RMSE_all=15.8941, RMSE_target=6.5317, MAE_all=10.5281
Saved battery: method=PM, n_initial=180, repeat=28/30, RMSE_all=13.1812, RMSE_target=4.3458, MAE_all=9.3938
Saved battery: method=IMSE, n_initial=180, repeat=27/30, RMSE_all=15.3771, RMSE_target=6.3419, MAE_all=9.7016
Saved battery: method=EI, n_initial=180, repeat=28/30, RMSE_all=13.2325, RMSE_target=5.3943, MAE_all=9.0372
Saved battery: method=G_opt, n_initial=180, repeat=28/30, RMSE_all=13.2851, RMSE_target=6.2807, MAE_all=9.7694
Saved battery: method=LHS, n_initial=180, repeat=29/30, RMSE_all=26.6992, RMSE_target=7.1051, MAE_all=11.3587
Saved battery: method=UCB, n_initial=180, repeat=28/30, RMSE_all=13.5289, RMSE_target=6.4363, MAE_all=10.1120
Saved battery: method=D_opt, n_initial=180, repeat=29/30, RMSE_all=13.2981, RMSE_target=6.9069, MAE_all=9.1895
Saved battery: method=K_means, n_initial=180, repeat=29/30, RMSE_all=27.9083, RMSE_target=5.9453, MAE_all=11.2863
Saved battery: method=IMSE, n_initial=180, repeat=28/30, RMSE_all=13.3528, RMSE_target=4.5991, MAE_all=9.6348
Saved battery: method=PM, n_initial=180, repeat=29/30, RMSE_all=16.9003, RMSE_target=18.4917, MAE_all=10.3274
Saved battery: method=EI, n_initial=180, repeat=29/30, RMSE_all=14.1397, RMSE_target=6.5558, MAE_all=10.5125
Saved battery: method=G_opt, n_initial=180, repeat=29/30, RMSE_all=13.5999, RMSE_target=10.3669, MAE_all=10.4761
Saved battery: method=LHS, n_initial=180, repeat=30/30, RMSE_all=13.5600, RMSE_target=7.8218, MAE_all=10.0989
Saved battery: method=UCB, n_initial=180, repeat=29/30, RMSE_all=13.4215, RMSE_target=5.3500, MAE_all=9.7325
Saved battery: method=D_opt, n_initial=180, repeat=30/30, RMSE_all=13.5910, RMSE_target=7.1673, MAE_all=10.2420
Saved battery: method=K_means, n_initial=180, repeat=30/30, RMSE_all=13.6008, RMSE_target=6.0953, MAE_all=10.1232
Saved battery: method=IMSE, n_initial=180, repeat=29/30, RMSE_all=13.4933, RMSE_target=6.5108, MAE_all=9.8584
Saved battery: method=PM, n_initial=180, repeat=30/30, RMSE_all=15.5194, RMSE_target=5.4693, MAE_all=10.2817
Saved battery: method=G_opt, n_initial=180, repeat=30/30, RMSE_all=13.3113, RMSE_target=6.6380, MAE_all=9.9838
Saved battery: method=EI, n_initial=180, repeat=30/30, RMSE_all=13.0708, RMSE_target=5.6419, MAE_all=9.2650
Saved battery: method=UCB, n_initial=180, repeat=30/30, RMSE_all=13.3472, RMSE_target=5.4371, MAE_all=10.0906
Saved battery: method=IMSE, n_initial=180, repeat=30/30, RMSE_all=13.6541, RMSE_target=9.4588, MAE_all=10.6221
battery summary saved to /home/kkkk24/桌面/attention-GP/py project/battery/refactored_results/summary_statistics.xlsx
battery: results saved to /home/kkkk24/桌面/attention-GP/py project/battery/refactored_results/all_methods_results.xlsx
